Date,Tm,Opp,Quarter,Time,Down,Yards,Location,Score,Detail,Yds,EPB,EPA,Diff
2019-09-30,Bengals,Steelers,1,8:25,4,5,PIT 10,0-3,Randy Bullock 28 yard field goal good,0,2.81,3,0.19
2019-09-30,Steelers,Bengals,2,1:01,4,7,CIN 11,10-3,Chris Boswell 29 yard field goal good,0,2.7,3,0.3
2019-09-30,Steelers,Bengals,4,5:56,4,8,CIN 31,27-3,Chris Boswell 49 yard field goal good,0,1.32,3,1.68
2019-09-29,Chargers,Dolphins,1,10:17,4,9,MIA 26,0-3,Ty Long 44 yard field goal good,0,1.74,3,1.26
2019-09-29,Cardinals,Seahawks,1,9:48,4,4,SEA 26,0-0,Zane Gonzalez 43 yard field goal no good,0,1.81,-1.14,-2.95
2019-09-29,Lions,Chiefs,1,10:09,4,7,KAN 7,3-0,Matt Prater 25 yard field goal good,0,2.97,3,0.03
2019-09-29,Chiefs,Lions,1,5:43,4,10,DET 18,3-0,Harrison Butker 36 yard field goal no good,0,2.25,-0.67,-2.92
2019-09-29,Seahawks,Cardinals,1,5:03,4,10,CRD 15,0-3,Jason Myers 33 yard field goal good,0,2.44,3,0.56
2019-09-29,Cowboys,Saints,1,5:13,4,9,NOR 10,0-3,Brett Maher 28 yard field goal good,0,2.76,3,0.24
2019-09-29,Panthers,Texans,1,2:28,4,5,HTX 30,0-3,Joey Slye 48 yard field goal good,0,1.45,3,1.55
2019-09-29,Jaguars,Broncos,1,3:16,4,6,DEN 7,7-3,Josh Lambo 25 yard field goal good,0,2.98,3,0.02
2019-09-29,Texans,Panthers,2,13:40,4,6,CAR 34,0-3,Ka'imi Fairbairn 52 yard field goal no good,0,1.07,-1.73,-2.8
2019-09-29,Saints,Cowboys,2,15:00,4,18,DAL 22,3-3,Wil Lutz 40 yard field goal good,0,1.99,3,1.01
2019-09-29,Cardinals,Seahawks,2,13:54,4,5,SEA 15,3-10,Zane Gonzalez 33 yard field goal good,0,2.49,3,0.51
2019-09-29,Chiefs,Lions,2,14:16,4,5,DET 5,10-3,Harrison Butker 23 yard field goal good,0,3.01,3,-0.01
2019-09-29,Dolphins,Chargers,2,11:15,4,12,SDG 12,10-10,Jason Sanders 30 yard field goal good,0,2.63,3,0.37
2019-09-29,Saints,Cowboys,2,8:46,4,16,DAL 24,6-3,Wil Lutz 42 yard field goal good,0,1.87,3,1.13
2019-09-29,Texans,Panthers,2,8:03,4,9,CAR 19,3-3,Ka'imi Fairbairn 37 yard field goal good,0,2.18,3,0.82
2019-09-29,Titans,Falcons,2,10:07,4,3,ATL 27,7-17,Cairo Santos 45 yard field goal good,0,1.77,3,1.23
2019-09-29,Cardinals,Seahawks,2,7:43,4,8,SEA 30,3-17,Zane Gonzalez 48 yard field goal no good,0,1.41,-1.47,-2.88
2019-09-29,Colts,Raiders,2,7:37,4,8,RAI 8,10-21,Adam Vinatieri 26 yard field goal good,0,2.95,3,0.05
2019-09-29,Broncos,Jaguars,2,4:20,4,14,JAX 15,17-3,Brandon McManus 33 yard field goal good. Penalty on Cody Davis: Defensive Offside (Declined),0,2.44,3,0.56
2019-09-29,Dolphins,Chargers,2,3:39,4,8,SDG 32,10-10,Jason Sanders 50 yard field goal no good,0,1.24,-1.6,-2.84
2019-09-29,Redskins,Giants,2,2:17,4,3,NYG 3,14-3,Dustin Hopkins 21 yard field goal good,0,3.04,3,-0.04
2019-09-29,Browns,Ravens,2,0:11,4,6,RAV 6,7-10,Austin Seibert 24 yard field goal good,0,2.99,3,0.01
2019-09-29,Lions,Chiefs,2,1:08,4,5,KAN 29,13-10,Matt Prater 48 yard field goal good,0,1.54,3,1.46
2019-09-29,Seahawks,Cardinals,2,0:20,4,6,CRD 6,3-20,Jason Myers 24 yard field goal good,0,2.99,3,0.01
2019-09-29,Bears,Vikings,2,0:04,4,1,MIN 8,10-0,Eddy Pineiro 25 yard field goal good,0,2.99,3,0.01
2019-09-29,Giants,Redskins,2,0:03,1,12,WAS 12,17-3,Aldrick Rosas 30 yard field goal good,0,4.64,-3,-7.64
2019-09-29,Bills,Patriots,2,2:00,4,13,NWE 28,3-13,Stephen Hauschka 46 yard field goal good,0,1.59,3,1.41
2019-09-29,Chiefs,Lions,2,0:06,2,10,DET 26,13-13,Harrison Butker 44 yard field goal good,0,3.3,3,-0.3
2019-09-29,Ravens,Browns,3,11:19,4,8,CLE 23,10-10,Justin Tucker 41 yard field goal good,0,1.93,3,1.07
2019-09-29,Saints,Cowboys,2,0:02,2,1,DAL 1,9-3,Wil Lutz 19 yard field goal good,0,5.91,-3,-8.91
2019-09-29,Falcons,Titans,2,0:35,4,4,OTI 14,7-24,Matt Bryant 32 yard field goal no good,0,2.58,-0.41,-2.99
2019-09-29,Dolphins,Chargers,2,0:03,3,1,SDG 34,10-17,Jason Sanders 52 yard field goal no good,0,2.68,1.66,-1.02
2019-09-29,Bears,Vikings,3,12:52,4,14,MIN 20,13-0,Eddy Pineiro 38 yard field goal good,0,2.12,3,0.88
2019-09-29,Jaguars,Broncos,2,0:11,4,14,DEN 22,17-6,Josh Lambo 40 yard field goal good,0,1.99,3,1.01
2019-09-29,Colts,Raiders,2,0:37,4,9,RAI 39,10-21,Adam Vinatieri 57 yard field goal no good,0,0.66,-2.06,-2.72
2019-09-29,Bills,Patriots,2,0:04,4,15,NWE 31,3-13,Stephen Hauschka 49 yard field goal no good,0,1.32,1.47,0.15
2019-09-29,Rams,Buccaneers,2,0:07,3,1,TAM 40,17-28,Greg Zuerlein 58 yard field goal good,0,2.28,3,0.72
2019-09-29,Falcons,Titans,3,11:41,4,20,OTI 24,10-24,Matt Bryant 42 yard field goal good,0,1.87,3,1.13
2019-09-29,Chargers,Dolphins,3,1:27,4,19,MIA 27,10-20,Ty Long 45 yard field goal good,0,1.67,3,1.33
2019-09-29,Bears,Vikings,3,3:07,4,2,MIN 12,16-0,Eddy Pineiro 30 yard field goal good,0,2.76,3,0.24
2019-09-29,Raiders,Colts,3,3:18,4,8,CLT 8,10-24,Daniel Carlson 26 yard field goal good,0,2.95,3,0.05
2019-09-29,Lions,Chiefs,3,6:24,4,6,KAN 35,16-20,Matt Prater 53 yard field goal good,0,0.97,3,2.03
2019-09-29,Rams,Buccaneers,3,9:08,4,22,TAM 26,20-28,Greg Zuerlein 44 yard field goal good,0,1.74,3,1.26
2019-09-29,Saints,Cowboys,4,13:45,4,2,DAL 8,12-10,Wil Lutz 26 yard field goal good,0,2.99,3,0.01
2019-09-29,Panthers,Texans,4,14:55,4,4,HTX 37,10-13,Joey Slye 55 yard field goal good,0,0.79,3,2.21
2019-09-29,Buccaneers,Rams,3,4:38,4,10,RAM 40,20-31,Matt Gay 58 yard field goal good,0,0.59,3,2.41
2019-09-29,Chargers,Dolphins,4,7:32,4,8,MIA 33,10-30,Ty Long 51 yard field goal good,0,1.15,3,1.85
2019-09-29,Browns,Ravens,4,7:01,4,4,RAV 25,18-33,Austin Seibert 43 yard field goal good,0,1.88,3,1.12
2019-09-29,Patriots,Bills,3,1:00,4,4,BUF 4,10-16,Stephen Gostkowski 23 yard field goal good,0,3.03,3,-0.03
2019-09-29,Jaguars,Broncos,4,2:58,4,7,DEN 16,17-23,Josh Lambo 34 yard field goal good,0,2.38,3,0.62
2019-09-29,Panthers,Texans,4,0:31,4,6,HTX 8,10-16,Joey Slye 26 yard field goal good,0,2.96,3,0.04
2019-09-29,Jaguars,Broncos,4,0:04,3,15,DEN 15,24-26,Josh Lambo 33 yard field goal good,0,2.93,3,0.07
2019-09-29,Buccaneers,Rams,4,2:37,4,3,RAM 3,40-48,Matt Gay 21 yard field goal good,0,3.04,3,-0.04
2019-09-26,Packers,Eagles,2,14:04,4,7,PHI 12,10-0,Mason Crosby 30 yard field goal good,0,2.63,3,0.37
2019-09-26,Packers,Eagles,2,8:28,4,2,PHI 13,13-7,Mason Crosby 31 yard field goal good,0,2.69,3,0.31
2019-09-23,Redskins,Bears,2,13:26,4,20,CHI 25,0-7,Dustin Hopkins 43 yard field goal no good,0,1.8,-1.14,-2.94
2019-09-23,Redskins,Bears,2,0:05,1,10,CHI 17,3-28,Dustin Hopkins 35 yard field goal good,0,4.44,-3,-7.44
2019-09-23,Bears,Redskins,3,10:20,4,12,WAS 26,3-28,Eddy Pineiro 44 yard field goal no good,0,1.74,-1.2,-2.94
2019-09-23,Bears,Redskins,4,1:54,4,2,WAS 20,15-31,Eddy Pineiro 38 yard field goal good,0,2.25,3,0.75
2019-09-22,Dolphins,Cowboys,1,13:25,4,10,DAL 29,0-0,Jason Sanders 47 yard field goal no good,0,1.5,-1.4,-2.9
2019-09-22,Steelers,49ers,1,11:52,4,5,SFO 28,0-3,Chris Boswell 46 yard field goal good,0,1.63,3,1.37
2019-09-22,Colts,Falcons,1,9:36,4,7,ATL 31,3-0,Adam Vinatieri 49 yard field goal good,0,1.32,3,1.68
2019-09-22,Eagles,Lions,1,11:30,4,6,DET 7,3-0,Jake Elliott 25 yard field goal good,0,2.98,3,0.02
2019-09-22,Cowboys,Dolphins,1,10:31,4,9,MIA 10,3-0,Brett Maher 28 yard field goal good,0,2.76,3,0.24
2019-09-22,Giants,Buccaneers,1,4:11,4,8,TAM 18,6-3,Aldrick Rosas 36 yard field goal good,0,2.25,3,0.75
2019-09-22,Rams,Browns,1,4:10,4,6,CLE 35,0-3,Greg Zuerlein 53 yard field goal good,0,0.97,3,2.03
2019-09-22,Steelers,49ers,1,2:07,4,5,SFO 8,0-6,Chris Boswell 26 yard field goal good,0,2.97,3,0.03
2019-09-22,Dolphins,Cowboys,1,0:58,4,3,DAL 3,10-3,Jason Sanders 22 yard field goal good,0,3.04,3,-0.04
2019-09-22,Chargers,Texans,2,10:36,4,15,HTX 15,10-0,Ty Long 34 yard field goal good,0,2.44,3,0.56
2019-09-22,Browns,Rams,2,11:44,4,5,RAM 5,3-3,Austin Seibert 23 yard field goal good,0,3.01,3,-0.01
2019-09-22,Packers,Broncos,2,11:23,4,6,DEN 24,10-7,Mason Crosby 42 yard field goal good,0,1.89,3,1.11
2019-09-22,Buccaneers,Giants,2,7:40,4,19,NYG 29,15-10,Matt Gay 47 yard field goal good,0,1.5,3,1.5
2019-09-22,Colts,Falcons,2,5:54,4,3,ATL 3,13-0,Adam Vinatieri 21 yard field goal good,0,3.04,3,-0.04
2019-09-22,Bills,Bengals,2,10:33,4,7,CIN 16,11-0,Stephen Hauschka 34 yard field goal good,0,2.38,3,0.62
2019-09-22,Broncos,Packers,2,3:53,4,12,GNB 12,10-10,Brandon McManus 30 yard field goal good,0,2.63,3,0.37
2019-09-22,Rams,Browns,2,4:13,4,8,CLE 30,3-3,Greg Zuerlein 48 yard field goal no good,0,1.41,-1.47,-2.88
2019-09-22,49ers,Steelers,2,6:48,4,5,PIT 6,3-6,Robbie Gould 24 yard field goal good,0,2.99,3,0.01
2019-09-22,Falcons,Colts,2,2:24,4,11,CLT 16,13-3,Matt Bryant 34 yard field goal good,0,2.38,3,0.62
2019-09-22,Lions,Eagles,2,3:32,4,7,PHI 7,10-17,Matt Prater 25 yard field goal good,0,2.97,3,0.03
2019-09-22,Dolphins,Cowboys,2,5:51,4,4,DAL 15,10-6,Jason Sanders 33 yard field goal good,0,2.52,3,0.48
2019-09-22,Buccaneers,Giants,2,4:08,4,7,NYG 9,18-10,Matt Gay 27 yard field goal good,0,2.83,3,0.17
2019-09-22,Cardinals,Panthers,2,1:40,4,11,CAR 16,10-7,Zane Gonzalez 34 yard field goal good,0,2.38,3,0.62
2019-09-22,Lions,Eagles,2,0:59,4,3,PHI 15,10-20,Matt Prater 33 yard field goal good,0,2.54,3,0.46
2019-09-22,Bills,Bengals,2,2:16,4,4,CIN 27,14-0,Stephen Hauschka 45 yard field goal good,0,1.75,3,1.25
2019-09-22,Browns,Rams,2,0:04,4,10,RAM 17,6-3,Austin Seibert 35 yard field goal good,0,2.31,3,0.69
2019-09-22,Texans,Chargers,2,0:02,1,10,SDG 38,17-7,Ka'imi Fairbairn 56 yard field goal no good,0,3.05,1.93,-1.12
2019-09-22,Chiefs,Ravens,2,0:10,2,7,RAV 24,23-6,Harrison Butker 42 yard field goal good,0,3.64,3,-0.64
2019-09-22,Buccaneers,Giants,2,0:04,4,4,NYG 34,28-10,Matt Gay 52 yard field goal good,0,1.08,3,1.92
2019-09-22,Patriots,Jets,3,8:52,4,12,NYJ 19,23-0,Stephen Gostkowski 37 yard field goal good,0,2.18,3,0.82
2019-09-22,Bills,Bengals,2,0:07,2,10,CIN 44,14-0,Stephen Hauschka 62 yard field goal no good,0,2.11,-2.39,-4.5
2019-09-22,Vikings,Raiders,4,15:00,4,4,RAI 31,31-7,Dan Bailey 50 yard field goal good,0,1.37,3,1.63
2019-09-22,Cardinals,Panthers,3,2:52,4,5,CAR 30,20-21,Zane Gonzalez 47 yard field goal good,0,1.45,3,1.55
2019-09-22,Raiders,Vikings,4,8:35,4,18,MIN 33,31-7,Daniel Carlson 51 yard field goal no good,0,1.15,-1.66,-2.81
2019-09-22,Vikings,Raiders,4,3:49,4,4,RAI 6,34-7,Dan Bailey 24 yard field goal good,0,3,3,0
2019-09-22,Packers,Broncos,4,5:53,4,2,DEN 23,27-16,Mason Crosby 41 yard field goal good,0,2.05,3,0.95
2019-09-22,Rams,Browns,4,6:40,4,1,CLE 19,13-20,Greg Zuerlein 37 yard field goal good,0,2.34,3,0.66
2019-09-22,Chargers,Texans,4,7:19,4,2,HTX 25,20-27,Ty Long 43 yard field goal good,0,1.93,3,1.07
2019-09-22,Cowboys,Dolphins,4,7:59,4,25,MIA 37,24-6,Brett Maher 55 yard field goal no good,0,0.79,-1.93,-2.72
2019-09-22,Buccaneers,Giants,4,6:04,4,2,NYG 5,31-25,Matt Gay 23 yard field goal good,0,3.03,3,-0.03
2019-09-22,Packers,Broncos,4,1:09,4,6,DEN 27,27-16,Mason Crosby 45 yard field goal no good,0,1.7,-1.27,-2.97
2019-09-22,Ravens,Chiefs,4,6:43,4,15,KAN 21,30-22,Justin Tucker 39 yard field goal good,0,2.06,3,0.94
2019-09-22,Lions,Eagles,4,1:53,4,10,PHI 28,24-27,Matt Prater 46 yard field goal no good blocked by Malcolm Jenkins recovered by Rasul Douglas (tackle by Frank Ragnow). Penalty on Malcolm Jenkins: Illegal Block Above the Waist 10 yards,0,1.59,-2.26,-3.85
2019-09-22,Panthers,Cardinals,4,4:31,4,6,CRD 18,20-38,Joey Slye 36 yard field goal good,0,2.27,3,0.73
2019-09-22,Chiefs,Ravens,4,4:39,4,10,RAV 18,33-22,Harrison Butker 36 yard field goal good,0,2.25,3,0.75
2019-09-22,Bengals,Bills,4,4:58,4,8,BUF 25,14-17,Randy Bullock 43 yard field goal good,0,1.8,3,1.2
2019-09-22,Buccaneers,Giants,4,0:04,3,16,NYG 16,31-32,Matt Gay 34 yard field goal no good,0,2.85,0.48,-2.37
2019-09-19,Jaguars,Titans,3,7:59,4,4,OTI 22,17-0,Josh Lambo 40 yard field goal good,0,2.07,3,0.93
2019-09-19,Jaguars,Titans,4,7:38,4,7,OTI 30,20-7,Josh Lambo 48 yard field goal good,0,1.41,3,1.59
2019-09-16,Browns,Jets,1,10:30,4,5,NYJ 5,0-3,Austin Seibert 23 yard field goal good,0,3.01,3,-0.01
2019-09-16,Browns,Jets,1,6:19,4,5,NYJ 30,0-6,Austin Seibert 48 yard field goal good,0,1.45,3,1.55
2019-09-16,Jets,Browns,2,3:00,4,9,CLE 28,3-13,Sam Ficken 46 yard field goal good,0,1.59,3,1.41
2019-09-16,Browns,Jets,2,0:05,2,10,NYJ 25,3-16,Austin Seibert 43 yard field goal good,0,3.36,3,-0.36
2019-09-15,Broncos,Bears,1,9:50,4,2,CHI 25,3-0,Brandon McManus 43 yard field goal good,0,1.93,3,1.07
2019-09-15,Falcons,Eagles,1,9:33,4,16,PHI 32,3-0,Matt Bryant 50 yard field goal good,0,1.24,3,1.76
2019-09-15,Raiders,Chiefs,1,10:24,4,1,KAN 10,3-0,Daniel Carlson 29 yard field goal good,0,2.91,3,0.09
2019-09-15,Vikings,Packers,1,9:21,4,10,GNB 29,7-0,Dan Bailey 47 yard field goal no good,0,1.5,-1.4,-2.9
2019-09-15,Rams,Saints,1,8:46,4,5,NOR 6,3-0,Greg Zuerlein 24 yard field goal good,0,2.99,3,0.01
2019-09-15,Texans,Jaguars,1,1:58,4,5,JAX 21,3-0,Ka'imi Fairbairn 39 yard field goal good,0,2.11,3,0.89
2019-09-15,Cardinals,Ravens,1,2:21,4,1,RAV 4,7-3,Zane Gonzalez 22 yard field goal good,0,3.04,3,-0.04
2019-09-15,Bears,Broncos,2,13:39,4,2,DEN 22,3-3,Eddy Pineiro 40 yard field goal good,0,2.12,3,0.88
2019-09-15,Ravens,Cardinals,2,14:11,4,3,CRD 15,10-3,Justin Tucker 33 yard field goal good,0,2.54,3,0.46
2019-09-15,Patriots,Dolphins,2,8:32,4,3,MIA 30,0-7,Stephen Gostkowski 48 yard field goal no good,0,1.48,-1.47,-2.95
2019-09-15,Eagles,Falcons,2,10:50,4,14,ATL 16,3-3,Jake Elliott 34 yard field goal good,0,2.38,3,0.62
2019-09-15,Bengals,49ers,2,12:53,4,18,SFO 34,7-14,Randy Bullock 52 yard field goal no good,0,1.06,-1.73,-2.79
2019-09-15,Bears,Broncos,2,5:15,4,2,DEN 34,3-6,Eddy Pineiro 52 yard field goal good,0,1.1,3,1.9
2019-09-15,Saints,Rams,2,11:10,4,6,RAM 16,3-3,Wil Lutz 34 yard field goal good,0,2.4,3,0.6
2019-09-15,Cardinals,Ravens,2,8:34,4,3,RAV 3,10-6,Zane Gonzalez 21 yard field goal good,0,3.04,3,-0.04
2019-09-15,Lions,Chargers,2,6:02,4,2,SDG 22,6-7,Matt Prater 40 yard field goal no good,0,2.12,-0.94,-3.06
2019-09-15,Falcons,Eagles,2,7:47,4,9,PHI 32,3-3,Matt Bryant 50 yard field goal no good,0,1.24,-1.6,-2.84
2019-09-15,Jaguars,Texans,2,3:21,4,4,HTX 22,3-3,Josh Lambo 40 yard field goal good,0,2.07,3,0.93
2019-09-15,Bengals,49ers,2,7:02,4,5,SFO 19,10-21,Randy Bullock 37 yard field goal good,0,2.24,3,0.76
2019-09-15,Giants,Bills,2,1:54,4,9,BUF 29,7-21,Aldrick Rosas 48 yard field goal no good,0,1.5,-1.47,-2.97
2019-09-15,Texans,Jaguars,2,0:02,2,4,JAX 4,6-3,Ka'imi Fairbairn 22 yard field goal good,0,5.34,-3,-8.34
2019-09-15,Steelers,Seahawks,2,2:32,4,5,SEA 23,10-7,Chris Boswell 41 yard field goal good,0,1.98,3,1.02
2019-09-15,Vikings,Packers,2,0:55,4,13,GNB 13,21-10,Dan Bailey 31 yard field goal good,0,2.57,3,0.43
2019-09-15,Chargers,Lions,2,0:04,1,10,DET 21,6-10,Ty Long 39 yard field goal good,0,4.17,3,-1.17
2019-09-15,Patriots,Dolphins,3,8:49,4,7,MIA 10,0-16,Stephen Gostkowski 28 yard field goal good,0,2.76,3,0.24
2019-09-15,Rams,Saints,2,0:07,4,3,NOR 4,6-3,Greg Zuerlein 22 yard field goal good,0,3.03,3,-0.03
2019-09-15,Seahawks,Steelers,2,0:03,4,14,PIT 40,10-7,Jason Myers 58 yard field goal no good,0,0.59,2.06,1.47
2019-09-15,Eagles,Falcons,2,0:03,3,20,ATL 23,10-6,Jake Elliott 41 yard field goal good,0,2.15,-3,-5.15
2019-09-15,49ers,Bengals,2,0:06,2,10,CIN 15,10-24,Robbie Gould 33 yard field goal good,0,3.95,3,-0.95
2019-09-15,Saints,Rams,3,9:59,4,6,RAM 34,6-6,Wil Lutz 52 yard field goal good,0,1.07,3,1.93
2019-09-15,Titans,Colts,3,4:40,4,8,CLT 31,17-13,Cairo Santos 49 yard field goal good,0,1.32,3,1.68
2019-09-15,Cardinals,Ravens,3,9:02,4,2,RAV 2,17-9,Zane Gonzalez 21 yard field goal good,0,3.25,3,-0.25
2019-09-15,Steelers,Seahawks,3,6:25,4,9,SEA 15,13-14,Chris Boswell 33 yard field goal good,0,2.44,3,0.56
2019-09-15,Chargers,Lions,3,2:13,4,3,DET 21,6-10,Ty Long 39 yard field goal no good,0,2.16,-0.87,-3.03
2019-09-15,Broncos,Bears,4,13:40,4,10,CHI 14,6-13,Brandon McManus 32 yard field goal good,0,2.51,3,0.49
2019-09-15,Cowboys,Redskins,4,13:51,4,7,WAS 7,14-24,Brett Maher 25 yard field goal good. Penalty on Jimmy Moreland: Defensive Offside (Declined),0,2.97,3,0.03
2019-09-15,49ers,Bengals,3,4:39,4,2,CIN 20,10-34,Robbie Gould 38 yard field goal good,0,2.25,3,0.75
2019-09-15,Titans,Colts,4,10:35,4,12,CLT 27,17-13,Cairo Santos 45 yard field goal no good,0,1.67,-1.27,-2.94
2019-09-15,Ravens,Cardinals,4,15:00,4,6,CRD 10,20-9,Justin Tucker 28 yard field goal good,0,2.79,3,0.21
2019-09-15,Chargers,Lions,4,11:50,4,1,DET 23,6-10,Ty Long 41 yard field goal no good,0,2.08,-1,-3.08
2019-09-15,Jaguars,Texans,4,6:05,4,4,HTX 14,13-6,Josh Lambo 32 yard field goal good,0,2.58,3,0.42
2019-09-15,Saints,Rams,4,11:02,4,14,RAM 24,20-9,Wil Lutz 42 yard field goal good,0,1.87,3,1.13
2019-09-15,Ravens,Cardinals,4,9:02,4,5,CRD 33,23-17,Justin Tucker 51 yard field goal good,0,1.17,3,1.83
2019-09-15,49ers,Bengals,4,7:08,4,16,CIN 21,10-41,Robbie Gould 39 yard field goal no good,0,2.06,-0.87,-2.93
2019-09-15,Bears,Broncos,4,0:01,1,10,DEN 35,14-16,Eddy Pineiro 53 yard field goal good,0,3.25,3,-0.25
2019-09-12,Buccaneers,Panthers,1,5:40,4,2,CAR 21,0-3,Matt Gay 40 yard field goal good,0,2.18,3,0.82
2019-09-12,Panthers,Buccaneers,1,2:56,4,8,TAM 14,3-3,Joey Slye 32 yard field goal good,0,2.51,3,0.49
2019-09-12,Panthers,Buccaneers,2,8:30,4,3,TAM 19,6-3,Joey Slye 37 yard field goal good,0,2.28,3,0.72
2019-09-12,Panthers,Buccaneers,2,0:03,3,12,TAM 36,9-10,Joey Slye 54 yard field goal good,0,1.82,-3,-4.82
2019-09-12,Panthers,Buccaneers,3,7:58,4,22,TAM 33,12-10,Joey Slye 51 yard field goal good,0,1.15,3,1.85
2019-09-12,Buccaneers,Panthers,3,0:02,4,13,CAR 24,12-17,Matt Gay 42 yard field goal no good,0,1.87,-1.07,-2.94
2019-09-12,Buccaneers,Panthers,4,2:30,4,5,CAR 14,14-20,Matt Gay 32 yard field goal good,0,2.56,3,0.44
2019-09-09,Saints,Texans,2,9:27,4,9,HTX 14,3-7,Wil Lutz 32 yard field goal good,0,2.51,3,0.49
2019-09-09,Broncos,Raiders,2,0:05,4,20,RAI 46,14-0,Brandon McManus 64 yard field goal no good,0,0.2,2.46,2.26
2019-09-09,Saints,Texans,2,0:04,1,10,HTX 38,3-14,Wil Lutz 56 yard field goal no good,0,3.05,1.93,-1.12
2019-09-09,Broncos,Raiders,3,9:22,4,8,RAI 8,14-3,Brandon McManus 26 yard field goal good,0,2.95,3,0.05
2019-09-09,Broncos,Raiders,3,3:45,4,5,RAI 8,14-6,Brandon McManus 26 yard field goal good,0,2.97,3,0.03
2019-09-09,Broncos,Raiders,4,8:43,4,9,RAI 21,21-9,Brandon McManus 39 yard field goal good,0,2.06,3,0.94
2019-09-09,Raiders,Broncos,4,4:41,4,3,DEN 11,24-9,Daniel Carlson 29 yard field goal good,0,2.8,3,0.2
2019-09-09,Saints,Texans,4,0:55,4,6,HTX 29,27-21,Wil Lutz 47 yard field goal good,0,1.52,3,1.48
2019-09-09,Saints,Texans,4,0:02,3,1,HTX 40,30-28,Wil Lutz 58 yard field goal good,0,2.28,3,0.72
2019-09-08,49ers,Buccaneers,1,11:12,4,8,TAM 11,0-3,Robbie Gould 29 yard field goal good,0,2.7,3,0.3
2019-09-08,Chiefs,Jaguars,1,9:00,4,3,JAX 9,0-10,Harrison Butker 28 yard field goal good,0,2.93,3,0.07
2019-09-08,Titans,Browns,1,6:36,4,9,CLE 19,6-3,Cairo Santos 37 yard field goal good,0,2.18,3,0.82
2019-09-08,Redskins,Eagles,1,2:51,4,10,PHI 23,0-10,Dustin Hopkins 41 yard field goal good,0,1.93,3,1.07
2019-09-08,Bengals,Seahawks,1,2:52,4,7,SEA 21,0-3,Randy Bullock 39 yard field goal good,0,2.06,3,0.94
2019-09-08,Panthers,Rams,1,0:47,4,13,RAM 35,0-0,Joey Slye 53 yard field goal no good,0,0.97,-1.8,-2.77
2019-09-08,Lions,Cardinals,2,14:12,4,8,CRD 37,0-3,Matt Prater 55 yard field goal good,0,0.79,3,2.21
2019-09-08,Rams,Panthers,2,13:48,4,8,CAR 31,0-3,Greg Zuerlein 49 yard field goal good,0,1.32,3,1.68
2019-09-08,Jaguars,Chiefs,2,11:39,4,2,KAN 19,10-17,Josh Lambo 37 yard field goal good,0,2.31,3,0.69
2019-09-08,Patriots,Steelers,2,11:54,4,7,PIT 7,10-0,Stephen Gostkowski 25 yard field goal good,0,2.97,3,0.03
2019-09-08,Dolphins,Ravens,2,10:43,4,19,RAV 36,3-28,Jason Sanders 54 yard field goal good,0,0.88,3,2.12
2019-09-08,Chiefs,Jaguars,2,7:59,4,7,JAX 7,10-20,Harrison Butker 25 yard field goal good,0,2.97,3,0.03
2019-09-08,Jaguars,Chiefs,2,4:25,4,5,KAN 5,13-20,Josh Lambo 23 yard field goal good,0,3.01,3,-0.01
2019-09-08,Chargers,Colts,2,1:06,4,10,CLT 22,17-6,Ty Long 40 yard field goal good,0,1.99,3,1.01
2019-09-08,Colts,Chargers,2,0:03,1,10,SDG 28,17-6,Adam Vinatieri 46 yard field goal no good,0,3.71,1.27,-2.44
2019-09-08,49ers,Buccaneers,2,2:59,4,13,TAM 18,7-6,Robbie Gould 36 yard field goal good,0,2.25,3,0.75
2019-09-08,Chiefs,Jaguars,2,0:28,4,7,JAX 28,13-23,Harrison Butker 46 yard field goal good,0,1.59,3,1.41
2019-09-08,Rams,Panthers,2,1:07,4,6,CAR 38,0-13,Greg Zuerlein 56 yard field goal good,0,0.72,3,2.28
2019-09-08,Colts,Chargers,3,11:19,4,7,SDG 26,17-9,Adam Vinatieri 44 yard field goal good,0,1.74,3,1.26
2019-09-08,Patriots,Steelers,2,0:21,4,6,PIT 23,20-0,Stephen Gostkowski 41 yard field goal good,0,1.95,3,1.05
2019-09-08,Redskins,Eagles,2,0:01,3,9,PHI 30,7-20,Dustin Hopkins 48 yard field goal good,0,2.41,3,0.59
2019-09-08,Cardinals,Lions,2,1:22,4,2,DET 2,3-17,Zane Gonzalez 20 yard field goal good,0,3.25,3,-0.25
2019-09-08,Jets,Bills,2,0:30,4,8,BUF 27,6-0,Kaare Vedvik 45 yard field goal no good,0,1.67,-1.27,-2.94
2019-09-08,Panthers,Rams,2,0:02,2,10,RAM 28,3-13,Joey Slye 46 yard field goal good,0,3.17,3,-0.17
2019-09-08,Steelers,Patriots,3,10:19,4,1,NWE 1,20-3,Chris Boswell 19 yard field goal good,0,3.55,3,-0.55
2019-09-08,Rams,Panthers,3,11:56,4,8,CAR 9,3-16,Greg Zuerlein 27 yard field goal good,0,2.83,3,0.17
2019-09-08,Giants,Cowboys,3,11:02,4,9,DAL 10,21-10,Aldrick Rosas 28 yard field goal good,0,2.76,3,0.24
2019-09-08,Titans,Browns,3,11:58,4,17,CLE 35,6-15,Cairo Santos 53 yard field goal good,0,0.97,3,2.03
2019-09-08,Bengals,Seahawks,3,7:43,4,4,SEA 27,14-17,Randy Bullock 45 yard field goal no good,0,1.75,-1.27,-3.02
